company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;light_struct;dry_sweet;flat_acidic;notes
Il Pumo;Sauvignon - Malvasia;3.7;413;7.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Salento;Sauvignon Blanc;2020.0;57.0;7.0;37.0;citrus/fruit tree/tropical note
Alois Lageder;Müller - Thurgau;3.7;111;14.2;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2018.0;29.0;7.0;33.0;fruit tree/citrus/herbaceous
L'Archetipo;Verdeca Sette Lune;3.7;170;20.35;Seafood / Vegetarian / Appetizers and snacks;Italy;Puglia;Verdeca;2017.0;59.0;9.0;42.0;citrus/herbaceous/fruit tree
Allegrini;Soave;3.7;188;8.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave;Miscela;2020.0;29.0;1.0;58.0;citrus/fruit tree/herbaceous
Jermann;Where Dreams have no end (W... Dreams...);4.3;662;49.8;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Chardonnay;2016.0;64.0;27.0;47.0;wood/fruit tree/citrus
Tenuta di Fessina;Erse Etna Bianco;3.8;104;23.45;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2019.0;60.0;1.0;41.0;herbaceous/fruit tree/citrus
Masone Mannu;Petrizza;3.8;51;14.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Gallura;Vermentino;2020.0;61.0;9.0;41.0;fruit tree/citrus/herbaceous
Panizzi;Vernaccia di San Gimignano Blanco;3.8;26;10.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2021.0;44.0;18.0;66.0;fruit tree/citrus/herbaceous
Pacherhof;Alte Reben Sylvaner;4.2;143;28.2;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sylvaner;2018.0;61.0;25.0;51.0;fruit tree/herbaceous/yeasts
Banfi;La Pettegola Vermentino;3.9;1047;10.25;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2018.0;42.0;25.0;64.0;citrus/fruit tree/herbaceous
Il Colombaio di Santachiara;Selvabianca Vernaccia di San Gimignano;4.0;420;15.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2019.0;43.0;18.0;64.0;fruit tree/citrus/herbaceous
Feudi di San Gregorio;Fiano Di Avellino Pietracalda;3.7;124;22.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Fiano de Avellino;Fiano;2011.0;60.0;3.0;43.0;citrus/fruit tree/herbaceous
Piero Busso;Langhe Bianco;4.1;38;17.5;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2019.0;52.0;30.0;43.0;herbaceous/yeasts/wood
Monchiero Carbone;Favorita Langhe;3.8;35;9.6;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Favorita;2019.0;58.0;22.0;50.0;fruit tree/herbaceous/wood
Guido Marsella;Poggi Reali Greco di Tufo;3.8;61;15.25;Seafood / Vegetarian / Appetizers and snacks;Italy;Greco di Tufo;Greco;2018.0;65.0;9.0;39.0;citrus/herbaceous/vegetale
Antonella Corda;Nuragus di Cagliari;4.0;54;14.6;Seafood / Vegetarian / Appetizers and snacks;Italy;Nuragus di Cagliari;Nuragus;2020.0;53.0;0.0;40.0;citrus/fruit tree/herbaceous
Franz Haas;Manna Schweizer;4.3;29;23.5;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Gewürztraminer;2020.0;62.0;25.0;53.0;fruit tree/herbaceous/tropical note
Santa Maria La Palma;Blu Vermentino di Sardegna;3.9;85;6.66;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2020.0;61.0;8.0;35.0;fruit tree/citrus/herbaceous
Monchiero Carbone;Recit Roero Arneis;3.9;169;18.0;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2020.0;62.0;26.0;48.0;fruit tree/citrus/herbaceous
Coppo;Chardonnay Piemonte Monteriolo;4.0;119;161.0;Pasta / Seafood / Hard and aged cheese;Italy;Piemonte;Chardonnay;2008.0;68.0;24.0;46.0;wood/fruit tree/citrus
Ricchi;Meridiano Chardonnay;4.0;70;16.4;Pasta / Seafood / Hard and aged cheese;Italy;Garda;Chardonnay;2018.0;60.0;33.0;49.0;wood/yeasts/fruit tree
Ornellaia;Poggio alle Gazze;4.2;300;42.8;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Sauvignon Blanc;2019.0;45.0;23.0;65.0;fruit tree/citrus/herbaceous
Colterenzio (Schreckbichl);Lafóa Gewürztraminer;4.1;189;23.8;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2018.0;70.0;34.0;37.0;herbaceous/fruit tree/tropical note
Cantina Kurtatsch;Penóner Pinot Grigio;4.0;82;16.0;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2018.0;46.0;12.0;37.0;fruit tree/herbaceous/wood
Cantina Kurtatsch;Gewürztraminer;3.9;230;13.9;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2019.0;68.0;35.0;31.0;fruit tree/tropical note/herbaceous
Vie di Romans;Vieris Sauvignon Blanc;4.1;137;35.0;Pasta / Seafood / Hard and aged cheese;Italy;Friuli Isonzo;Sauvignon Blanc;2011.0;68.0;24.0;50.0;citrus/fruit tree/herbaceous
Ferracane;Guanciabianca Catarratto;3.8;60;12.6;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Catarratto Bianco;2019.0;57.0;7.0;48.0;vegetale/fruit tree/citrus
Tramin;Glarea Chardonnay;3.9;26;14.8;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Chardonnay;2020.0;63.0;18.0;45.0;
Vigna Traverso;Sauvignon;3.8;32;13.99;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Sauvignon Blanc;2016.0;62.0;16.0;51.0;tropical note/citrus/vegetale
Castelvecchio;Malvasia Carso;3.9;28;12.85;Pasta / Seafood / Hard and aged cheese;Italy;Carso;Malvasia;2020.0;57.0;18.0;53.0;citrus/fruit tree/vegetale
Terre degli Svevi;Re Manfredi Basilicata Bianco;4.0;161;11.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Basilicata;Miscela;2020.0;59.0;21.0;35.0;fruit tree/herbaceous/citrus
La Toledana;Gavi;3.7;78;9.9;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2020.0;19.0;3.0;77.0;fruit tree/citrus/herbaceous
Colosi;Salina Bianco;4.0;148;10.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Salina;Miscela;2020.0;54.0;12.0;38.0;fruit tree/herbaceous/citrus
Ca' Lojera;Lugana Blanc;3.9;49;11.1;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2021.0;59.0;24.0;52.0;fruit tree/citrus/herbaceous
Roveglia;Limne;3.8;93;13.1;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Trebbiano;2020.0;59.0;25.0;52.0;fruit tree/citrus/herbaceous
Abbazia di Novacella (Stiftskellerei Neustift);Müller Thurgau;3.8;85;10.49;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2020.0;34.0;13.0;37.0;fruit tree/citrus/herbaceous
Capanna;Moscadello di Montalcino;4.0;54;9.9;na / na / na;Italy;Moscadello di Montalcino;Moscato;2019.0;43.0;51.0;61.0;fruit tree/herbaceous/tropical note
Baglio di Pianetto;Viognier Vino Biologico;3.7;116;8.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Viognier;2020.0;53.0;13.0;35.0;fruit tree/citrus/herbaceous
Inama Azienda Agricola;Vigneto du Lot Soave Classico;4.1;69;95.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Soave;2018.0;37.0;11.0;55.0;fruit tree/wood/herbaceous
Quintodecimo;Via del Campo Falanghina;4.2;44;32.89;Seafood / Vegetarian / Appetizers and snacks;Italy;Irpinia;Falanghina;2020.0;65.0;9.0;43.0;fruit tree/herbaceous/citrus
Monte del Frá;Bianco di Custoza Superiore Cà del Magro;4.0;32;11.5;Pasta / Seafood / Hard and aged cheese;Italy;Bianco di Custoza;Miscela;2020.0;63.0;27.0;47.0;fruit tree/herbaceous/citrus
Doro Princic;Pinot Bianco;3.9;29;20.89;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Collio;Pinot Blanc;2020.0;62.0;11.0;49.0;fruit tree/herbaceous/citrus
Al-Cantara;Luci Luci Etna Bianco;3.8;72;21.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2018.0;64.0;12.0;38.0;herbaceous/fruit tree/tropical note
Marco de Bartoli;Pietranera;4.1;104;23.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Zibibbo;2020.0;57.0;8.0;37.0;herbaceous/citrus/fruit tree
Le Vigne di Zamò;No Name;3.7;136;16.3;Pasta / Seafood / Hard and aged cheese;Italy;Colli Orientali del Friuli;Friulano;2015.0;62.0;21.0;51.0;fruit tree/herbaceous/tropical note
Venica & Venica;Friulano;4.0;133;19.25;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Friulano;2018.0;59.0;29.0;48.0;fruit tree/herbaceous/citrus
Tramin;Müller Thurgau;3.8;101;9.9;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2020.0;31.0;9.0;33.0;fruit tree/citrus/herbaceous
Fontana Candida;Riserva Luna Mater;4.0;140;14.29;Pasta / Vegetarian / Appetizers and snacks;Italy;Frascati;Miscela;2017.0;62.0;16.0;61.0;herbaceous/fruit tree/aged note
Vietti;Arneis Roero;3.9;79;13.45;Pasta / Seafood / Hard and aged cheese;Italy;Roero;Arneis;2021.0;61.0;22.0;54.0;fruit tree/citrus/herbaceous
Velenosi;Villa Angela Pecorino Offida;3.8;56;10.8;Pasta / Vegetarian / Appetizers and snacks;Italy;Offida;Pecorino;2020.0;44.0;24.0;63.0;fruit tree/citrus/herbaceous
Ca' del Bosco;Chardonnay;4.5;129;65.0;Pasta / Seafood / Hard and aged cheese;Italy;Curtefranca;Chardonnay;2016.0;64.0;30.0;48.0;wood/fruit tree/citrus
Kellerei Meran;Festival Pinot Grigio;3.8;104;8.9;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2019.0;42.0;11.0;39.0;fruit tree/herbaceous/citrus
Bricco dei Guazzi;Gavi di Gavi;3.9;81;12.9;Pasta / Seafood / Appetizers and snacks;Italy;Gavi;Cortese;2019.0;22.0;0.0;77.0;citrus/fruit tree/herbaceous
Ca' Rugate;Soave Classico Monte Fiorentine;3.9;86;11.7;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2020.0;31.0;1.0;56.0;fruit tree/citrus/herbaceous
Marotti Campi;Luzano Verdicchio dei Castelli di Jesi Classico Superiore;3.7;187;6.83;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2019.0;45.0;23.0;65.0;fruit tree/citrus/herbaceous
St. Michael-Eppan;Pinot Grigio;3.8;289;10.2;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Gris;2020.0;42.0;12.0;44.0;fruit tree/citrus/herbaceous
Montonale;Orestilla;4.2;214;22.9;Pasta / Seafood / Hard and aged cheese;Italy;Lugana;Verdicchio;2018.0;63.0;23.0;50.0;herbaceous/fruit tree/citrus
Elvio Cogno;Anas-Cëtta Langhe Nascetta di Novello;3.7;292;19.5;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Nascetta;2018.0;62.0;22.0;53.0;herbaceous/citrus/fruit tree
Scarbolo;Pinot Grigio;3.9;196;21.6;Seafood / Vegetarian / Mushrooms;Italy;Friuli-Venezia Giulia;Pinot Gris;2017.0;40.0;11.0;42.0;citrus/fruit tree/herbaceous
Prinsi;Il Nespolo Langhe Arneis;3.8;181;17.1;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Arneis;2020.0;57.0;17.0;54.0;fruit tree/citrus/herbaceous
St. Michael-Eppan;Appius;4.4;26;123.0;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Miscela;2017.0;65.0;27.0;49.0;wood/fruit tree/herbaceous
L'Archetipo;Fiano;3.7;268;11.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Salento;Fiano;2016.0;62.0;10.0;40.0;citrus/fruit tree/herbaceous
Vis Amoris;Pigato Sogno;3.8;48;19.56;Pasta / Seafood / Hard and aged cheese;Italy;Riviera Ligure di Ponente;Pigato;2015.0;56.0;19.0;53.0;
Gaja;Rossj-Bass Langhe;4.3;909;66.0;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2018.0;59.0;23.0;52.0;citrus/wood/herbaceous
Donnafugata;Sicilia Prio Catarratto;3.9;326;12.7;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Catarratto Bianco;2018.0;57.0;8.0;40.0;citrus/fruit tree/herbaceous
Cottanera;Etna Bianco;3.9;122;13.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2020.0;58.0;1.0;39.0;fruit tree/herbaceous/citrus
Braida;Asso di Fiori;3.9;59;21.5;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2016.0;62.0;22.0;46.0;fruit tree/yeasts/vegetale
Elena Walch;Vigna 'Castel Ringberg' Pinot Grigio;4.1;236;20.9;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2019.0;41.0;15.0;40.0;fruit tree/herbaceous/citrus
Antinori;Villa Antinori Toscana Bianco;3.9;96;9.2;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Pinot Blanc;2021.0;42.0;22.0;64.0;citrus/fruit tree/herbaceous
Comincioli;Perlì;3.9;27;24.0;Pasta / Seafood / Hard and aged cheese;Italy;Lombardia;Miscela;2019.0;44.0;22.0;48.0;fruit tree/yeasts/citrus
Lvnae;Cavagino;4.0;109;19.5;Pasta / Seafood / Hard and aged cheese;Italy;Colli di Luni;Vermentino;2020.0;68.0;29.0;52.0;fruit tree/tropical note/citrus
Kellerei Eisacktal - Cantina Valle Isarco;Gewürztraminer;3.8;117;18.25;Pork / Fatty fish (salmon, tuna, etc.) / Spicy foods;Italy;Südtirol - Alto Adige;Gewürztraminer;2019.0;64.0;38.0;30.0;tropical note/fruit tree/citrus
Tasca d'Almerita;Leone d'Almerita (Tenuta Regaleali);3.9;36;10.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Chardonnay;2021.0;61.0;8.0;36.0;fruit tree/citrus/herbaceous
Pojer e Sandri;Riesling;3.8;30;14.9;Pasta / Seafood / Hard and aged cheese;Italy;Vigneti delle Dolomiti;Riesling;2019.0;49.0;30.0;53.0;fruit tree/tropical note/herbaceous
Montefiorito;Monferrato Bianco;3.8;76;15.0;Pasta / Seafood / Hard and aged cheese;Italy;Monferrato;Arneis;2018.0;56.0;10.0;58.0;vegetale/herbaceous
Pavese Ermes;Blanc de Morgex et de la Salle;3.9;187;16.5;Pasta / Seafood / Hard and aged cheese;Italy;Valle d'Aosta;Prié;2020.0;58.0;16.0;57.0;citrus/fruit tree/herbaceous
Sartarelli;Balciana;4.1;56;28.89;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2018.0;58.0;26.0;64.0;herbaceous/citrus/aged note
Tormaresca;Chardonnay Castel del Monte Pietrabianca;3.9;670;12.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Castel del Monte;Miscela;2019.0;63.0;10.0;34.0;wood/citrus/fruit tree
Abbazia di Novacella (Stiftskellerei Neustift);Pinot Grigio;3.9;83;12.5;Seafood / Vegetarian / Mushrooms;Italy;Südtirol - Alto Adige;Pinot Grigio;2020.0;43.0;16.0;44.0;fruit tree/citrus/herbaceous
Ruffino;La Solatia Pinot Grigio;3.8;49;10.9;Seafood / Vegetarian / Mushrooms;Italy;Toscana;Pinot Grigio;2020.0;42.0;18.0;43.0;fruit tree/citrus/herbaceous
Borgo San Daniele;Pinot Grigio;3.8;43;16.5;Seafood / Vegetarian / Mushrooms;Italy;Friuli Isonzo;Pinot Grigio;2018.0;46.0;20.0;31.0;fruit tree/citrus/herbaceous
Casale del Giglio;Viognier Lazio Bianco;3.9;64;11.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Viognier;2020.0;47.0;24.0;65.0;fruit tree/citrus/herbaceous
Anselmi;San Vincenzo;4.0;29;12.9;Pasta / Seafood / Hard and aged cheese;Italy;Veneto;Miscela;2021.0;63.0;26.0;51.0;fruit tree/citrus/tropical note
Gaja;Gaia & Rey Langhe;4.6;332;327.0;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2017.0;63.0;29.0;48.0;wood/fruit tree/herbaceous
Piero Busso;Langhe Bianco;4.0;51;17.4;Pasta / Seafood / Hard and aged cheese;Italy;Langhe;Chardonnay;2018.0;52.0;30.0;43.0;herbaceous/yeasts/wood
Cenatiempo;Lefkòs Bianco;4.0;58;19.2;Seafood / Vegetarian / Appetizers and snacks;Italy;Ischia;Miscela;2018.0;65.0;6.0;37.0;fruit tree/citrus/herbaceous
Aia Vecchia;Vermentino Toscana;3.7;180;11.3;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Vermentino;2020.0;41.0;20.0;67.0;citrus/fruit tree/herbaceous
Casale del Giglio;Petit Manseng Lazio;3.8;89;11.0;na / na / na;Italy;Lazio;Petit Manseng;2020.0;;;;
Azienda Santa Barbara - Stefano Antonucci;Verdicchio dei Castelli di Jesi Classico Superiore;3.8;295;47.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2017.0;47.0;25.0;62.0;citrus/fruit tree/herbaceous
Caravaglio;Occhio di Terra Salina;4.0;92;23.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Salina;Malvasia;2019.0;64.0;8.0;37.0;citrus/fruit tree/herbaceous
Colle Duga;Sauvignon Collio;4.2;31;18.2;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Sauvignon Blanc;2020.0;59.0;31.0;60.0;herbaceous/tropical note/fruit tree
Ornellaia;Poggio alle Gazze;4.2;517;43.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2018.0;45.0;23.0;65.0;fruit tree/citrus/herbaceous
Palmento Costanzo;Bianco di Sei Etna Bianco;3.8;140;23.0;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2018.0;56.0;6.0;44.0;herbaceous/fruit tree/citrus
Filodivino;Matto Verdicchio dei Castelli di Jesi Classico;3.8;34;13.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio dei Castelli di Jesi;Verdicchio;2019.0;44.0;17.0;72.0;citrus/herbaceous/aged note
Tenuta di Castellaro;Bianco Porticello;3.7;197;18.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Miscela;2020.0;60.0;3.0;41.0;citrus/fruit tree/herbaceous
Terra Costantino;De Aetna Etna Bianco;3.9;388;19.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Carricante;2018.0;64.0;5.0;39.0;herbaceous/citrus/fruit tree
Theresa Eccher;Alizée Etna Bianco;4.0;52;22.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Etna;Miscela;2018.0;65.0;13.0;27.0;fruit tree/herbaceous/tropical note
San Salvatore;Calpazio Greco Paestum;4.1;80;14.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Paestum;Greco;2020.0;60.0;9.0;45.0;fruit tree/citrus/herbaceous
Bertani;Soave-Bertani (Cav Giov. Batt. Bertani) (Vintage Edition) Soave;3.8;27;12.8;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Classico;Garganega;2020.0;34.0;6.0;56.0;fruit tree/herbaceous/citrus
Cantina Bolzano / Kellerei Bozen;Riesling;3.9;43;12.9;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Riesling;2020.0;62.0;19.0;59.0;fruit tree/citrus/herbaceous
Bindella - Tenuta Vallocaia;Gemella Sauvignon Blanc;4.2;98;12.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Sauvignon Blanc;2020.0;45.0;25.0;63.0;fruit tree/citrus/herbaceous
Corte Giara;Pinot Grigio delle Venezie;3.9;499;7.75;Seafood / Vegetarian / Mushrooms;Italy;delle Venezie;Pinot Grigio;2020.0;40.0;11.0;42.0;fruit tree/citrus/herbaceous
Argiolas;Is Argiolas Vermentino di Sardegna;4.1;864;12.4;Seafood / Vegetarian / Appetizers and snacks;Italy;Vermentino di Sardegna;Vermentino;2020.0;63.0;11.0;36.0;fruit tree/herbaceous/citrus
Colterenzio (Schreckbichl);Müller Thurgau;3.9;74;8.9;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2020.0;30.0;10.0;36.0;fruit tree/citrus/herbaceous
Monte Tondo;Casette Foscarin;3.9;72;14.0;Pasta / Seafood / Hard and aged cheese;Italy;Valpolicella;Garganega;2017.0;59.0;17.0;49.0;herbaceous/fruit tree/wood
Volpe Pasini;Grivò Pinot Grigio;3.8;27;10.5;na / na / na;Italy;Colli Orientali del Friuli;Pinot Grigio;2020.0;;;;
Barraco;Zibibbo;3.9;117;21.2;Seafood / Vegetarian / Appetizers and snacks;Italy;Sicilia;Zibibbo;2019.0;63.0;14.0;34.0;citrus/herbaceous/fruit tree
Schiopetto;M Capriva Del Friuli;4.1;132;49.6;Pasta / Seafood / Hard and aged cheese;Italy;Friuli-Venezia Giulia;Miscela;2019.0;65.0;20.0;50.0;fruit tree/herbaceous/citrus
De Stefani;Olmèra Bianco;4.3;37;28.9;Pasta / Seafood / Hard and aged cheese;Italy;Veneto;Miscela;2018.0;70.0;25.0;47.0;fruit tree/tropical note/citrus
Venissa;Bianco;4.3;27;480.0;Pasta / Seafood / Hard and aged cheese;Italy;Venezia;Dorona di Venezia;2016.0;65.0;26.0;50.0;herbaceous/fruit tree/citrus
Kellerei Meran;Festival Sauvignon;3.8;57;10.4;Pasta / Seafood / Hard and aged cheese;Italy;Südtirol - Alto Adige;Sauvignon Blanc;2020.0;59.0;19.0;53.0;citrus/vegetale/tropical note
Passopisciaro;Passobianco;4.0;66;19.3;Seafood / Vegetarian / Appetizers and snacks;Italy;Terre Siciliane;Chardonnay;2019.0;63.0;9.0;39.0;herbaceous/fruit tree/citrus
Ca' di Rajo;Sauvignon;3.8;60;8.55;Pasta / Seafood / Hard and aged cheese;Italy;Veneto;Sauvignon Blanc;2019.0;58.0;30.0;53.0;fruit tree/vegetale/citrus
Ippolito 1845;Mare Chiaro Bianco;3.8;252;10.5;Seafood / Vegetarian / Appetizers and snacks;Italy;Cirò;Greco Bianco;2018.0;59.0;13.0;40.0;fruit tree/citrus/herbaceous
Zavalloni;Romagna Albana Secco;3.9;40;8.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Romagna;Albana;2020.0;50.0;32.0;60.0;fruit tree/yeasts/citrus
Puiatti;Friulano;3.9;36;9.9;Pasta / Seafood / Hard and aged cheese;Italy;Friuli;Friulano;2020.0;60.0;20.0;50.0;fruit tree/Floreale/herbaceous
Venica & Venica;Pètris Malvasia;4.0;35;18.9;Pasta / Seafood / Hard and aged cheese;Italy;Collio;Malvasia;2020.0;62.0;24.0;52.0;citrus/herbaceous/fruit tree
Ferghettina;Curtefranca Bianco;3.8;66;9.4;Pasta / Seafood / Hard and aged cheese;Italy;Lombardia;Miscela;2020.0;44.0;19.0;54.0;fruit tree/herbaceous/citrus
Feudi di San Gregorio;Albente;3.7;91;6.72;Seafood / Vegetarian / Appetizers and snacks;Italy;Campania;Falanghina;2020.0;55.0;3.0;39.0;fruit tree/citrus/herbaceous
ColleStefano;Verdicchio di Matelica;3.7;271;9.5;Pasta / Vegetarian / Appetizers and snacks;Italy;Verdicchio di Matelica;Verdicchio;2020.0;44.0;21.0;68.0;citrus/fruit tree/herbaceous
Fabulas;Foeminae Pinot Grigio;3.7;90;15.9;Pasta / Vegetarian / Appetizers and snacks;Italy;Terre di Chieti;Pinot Grigio;2020.0;39.0;30.0;62.0;citrus/fruit tree/Floreale
Setteanime;Incrocio Manzoni 6.0.13;4.0;31;14.7;Pasta / Seafood / Hard and aged cheese;Italy;Piave;Incrocio Manzoni;2017.0;61.0;24.0;43.0;tropical note/herbaceous/aged note
Cantina Bolzano / Kellerei Bozen;Müller-Thurgau;3.8;309;9.9;Seafood / Spicy foods / Vegetarian;Italy;Südtirol - Alto Adige;Müller-Thurgau;2020.0;31.0;16.0;36.0;fruit tree/herbaceous/tropical note
Colterenzio (Schreckbichl);Berg;3.8;81;14.89;Fatty fish (salmon, tuna, etc.) / Seafood / Sweet soft cheese;Italy;Südtirol - Alto Adige;Pinot Blanc;2018.0;40.0;1.0;57.0;wood/fruit tree/citrus
Zidarich;Vitovska;4.1;28;28.9;Pasta / Seafood / Hard and aged cheese;Italy;Venezia Giulia;Vitovska;2019.0;62.0;22.0;54.0;fruit tree/citrus/herbaceous
Tenuta di Fiorano;Bianco;4.0;58;30.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Lazio;Miscela;2016.0;54.0;27.0;57.0;fruit tree/herbaceous/wood
Kante;Malvasia;3.7;102;19.4;Pasta / Seafood / Hard and aged cheese;Italy;Carso;Malvasia;2012.0;59.0;21.0;50.0;herbaceous/fruit tree/citrus
De Vescovi Ulzbach;Empeiria Bianco;4.3;41;24.9;Pasta / Seafood / Hard and aged cheese;Italy;Vigneti delle Dolomiti;Miscela;2018.0;67.0;19.0;53.0;Floreale/vegetale/herbaceous
Frescobaldi;Gorgona;4.5;84;79.0;Pasta / Vegetarian / Appetizers and snacks;Italy;Toscana;Miscela;2017.0;47.0;23.0;64.0;herbaceous/fruit tree/tropical note
Donnachiara;Beneventano Falanghina;3.7;144;11.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Falanghina del Beneventano;Falanghina;2019.0;65.0;0.0;32.0;fruit tree/citrus/herbaceous
Bolla;Soave Superiore Classico Tufaie;4.1;46;9.9;Seafood / Vegetarian / Appetizers and snacks;Italy;Soave Superiore Classico;Miscela;2020.0;32.0;6.0;55.0;fruit tree/herbaceous/wood
